"Name","Team","PA","wOBA","wRC+","EV","maxEV","HardHit","HardHit%","GB%","LD%","FB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","O-Contact% (pfx)","Z-Contact% (pfx)","playerid"
"Tyler Houston","- - -","1947",".317","87","","","","","49.2%","20.1%","30.6%","34.9%","31.1%","34.0%","14.7%","58.1%","27.3%","","","689"
"Dan Gladden","- - -","4962",".317","95","","","","","","","","","","","","","","","","1004750"
"Dick Harley","- - -","3244",".317","85","","","","","","","","","","","","","","","","1005367"
"Gabe Gross","- - -","1682",".317","91","","","0","","40.3%","20.1%","39.6%","35.0%","33.1%","31.9%","15.4%","57.8%","26.8%","68.0%","84.4%","2184"
"Farmer Vaughn","- - -","3643",".317","79","","","","","","","","","","","","","","","","1013381"
"Ken Wood","- - -","1109",".317","77","","","","","","","","","","","","","","","","1014227"
"Terry Shumpert","- - -","2214",".317","78","","","","","41.2%","20.6%","38.2%","53.7%","29.8%","16.5%","17.3%","66.2%","16.5%","","","449"
"Parke Wilson","Giants","1400",".317","77","","","","","","","","","","","","","","","","1014100"
"Hubie Brooks","- - -","6476",".317","99","","","","","","","","","","","","","","","","1001472"
"Buddy Rosar","- - -","3571",".317","85","","","","","","","","","","","","","","","","1011194"
"Ron Roenicke","- - -","1294",".317","97","","","","","","","","","","","","","","","","1011121"
"Julio Lugo","- - -","5338",".317","88","","","0","","48.5%","19.6%","32.0%","40.5%","32.4%","27.1%","15.2%","61.8%","22.9%","65.6%","89.3%","565"
"Lew McCarty","- - -","1642",".317","98","","","","","","","","","","","","","","","","1008376"
"Phil Garner","- - -","6861",".317","99","","","","","","","","","","","","","","","","1004541"
"Nyjer Morgan","- - -","2206",".317","93","","","0","","51.4%","21.8%","26.8%","35.4%","37.7%","26.8%","19.8%","60.4%","19.8%","70.6%","91.2%","4885"
"Wilbert Robinson","- - -","5419",".317","84","","","","","","","","","","","","","","","","1011078"
"Jerry Turner","- - -","1931",".317","100","","","","","","","","","","","","","","","","1013228"
"John Ellis","- - -","2915",".317","98","","","","","","","","","","","","","","","","1003750"
"Nippy Jones","- - -","1470",".317","80","","","","","","","","","","","","","","","","1006578"
"Eddie Williams","- - -","1281",".317","90","","","","","","","","","","","","","","","","1013996"
"Ian Stewart","- - -","1692",".317","83","","","0","","40.1%","18.2%","41.7%","43.1%","33.9%","23.0%","18.1%","49.8%","32.1%","54.0%","81.2%","5950"
"Joe Start","- - -","4911",".317","118","","","","","","","","","","","","","","","","1012436"
"Craig Monroe","- - -","2924",".317","91","","","0","","43.0%","18.1%","38.9%","49.4%","28.2%","22.4%","12.5%","56.2%","31.3%","55.8%","77.5%","1464"
"Buck Weaver","White Sox","5292",".317","91","","","","","","","","","","","","","","","","1013694"
"Jim Whitney","- - -","2306",".317","110","","","","","","","","","","","","","","","","1013908"
"Deion Sanders","- - -","2325",".317","90","","","","","","","","","","","","","","","","1011415"
"Marty Marion","- - -","6141",".317","83","","","","","","","","","","","","","","","","1008108"
"Heinie Wagner","- - -","3771",".317","97","","","","","","","","","","","","","","","","1013483"
"Steve Boros","- - -","1473",".317","91","","","","","","","","","","","","","","","","1001207"
"Amby McConnell","- - -","1685",".317","100","","","","","","","","","","","","","","","","1008405"
"Bill Regan","- - -","2570",".317","77","","","","","","","","","","","","","","","","1010782"
"Hal Rice","- - -","1283",".317","80","","","","","","","","","","","","","","","","1010896"
"Freddy Parent","- - -","5571",".317","100","","","","","","","","","","","","","","","","1009992"
"Ned Hanlon","- - -","5563",".317","104","","","","","","","","","","","","","","","","1005314"
"Cy Perkins","- - -","4015",".317","74","","","","","","","","","","","","","","","","1010193"
"Al Spangler","- - -","2615",".317","101","","","","","","","","","","","","","","","","1012302"
"Scoops Carey","- - -","1237",".317","80","","","","","","","","","","","","","","","","1001947"
"Travis d'Arnaud","- - -","2044",".317","101","89.5","113.1","434","40.0%","42.6%","19.7%","37.7%","38.2%","35.6%","26.2%","18.1%","47.3%","34.5%","60.1%","85.0%","7739"
"Bill Tuttle","- - -","4842",".317","89","","","","","","","","","","","","","","","","1013238"
"Larry Harlow","- - -","1268",".317","98","","","","","","","","","","","","","","","","1005369"
"Leroy Stanton","- - -","2883",".317","102","","","","","","","","","","","","","","","","1012420"
"Ernie Johnson","- - -","2915",".317","81","","","","","","","","","","","","","","","","1006453"
"Gerald Perry","- - -","3527",".317","94","","","","","","","","","","","","","","","","1010211"
"Desmond Jennings","Rays","2351",".317","103","87.0","109.3","70","31.0%","46.7%","17.9%","35.4%","40.7%","37.5%","21.8%","18.1%","51.6%","30.2%","62.4%","83.9%","1965"
"Jimmy Sebring","- - -","1524",".317","93","","","","","","","","","","","","","","","","1011710"
"Carlos Gomez","- - -","5227",".317","95","87.9","115.6","385","32.5%","41.3%","19.0%","39.6%","41.6%","33.6%","24.8%","20.5%","49.6%","29.9%","55.7%","83.3%","4881"
"Rich Amaral","- - -","2022",".317","86","","","","","","","","","","","","","","","","1000205"
"Roger Cedeno","- - -","3557",".317","90","","","","","52.1%","21.7%","26.3%","33.3%","31.8%","34.9%","16.5%","65.0%","18.5%","","","869"
"Tom Herr","- - -","6116",".317","97","","","","","","","","","","","","","","","","1005737"
"Robb Quinlan","Angels","1196",".317","90","","","0","","50.2%","18.2%","31.6%","40.1%","30.8%","29.1%","13.8%","63.4%","22.7%","67.3%","87.1%","1779"
"Hal Smith","- - -","2941",".317","92","","","","","","","","","","","","","","","","1012155"
"Vance Law","- - -","4298",".317","96","","","","","","","","","","","","","","","","1007409"
"Milt Thompson","- - -","4155",".317","95","","","","","","","","","","","","","","","","1013021"
"Mike Cubbage","- - -","2221",".317","94","","","","","","","","","","","","","","","","1002846"
"Jeff Treadway","- - -","2318",".317","94","","","","","","","","","","","","","","","","1013169"
"Brian Hunter","- - -","1742",".317","88","","","","","","","","","","","","","","","","1006197"
"Sam Barkley","- - -","2517",".317","105","","","","","","","","","","","","","","","","1000552"
"Nixey Callahan","- - -","3610",".317","94","","","","","","","","","","","","","","","","1001847"
"Frank Malzone","- - -","5868",".317","89","","","","","","","","","","","","","","","","1008048"
"Del Howard","- - -","2036",".317","98","","","","","","","","","","","","","","","","1006076"
"Creepy Crespi","Cardinals","1035",".316","86","","","","","","","","","","","","","","","","1002762"
"Charlie Hayes","- - -","5766",".316","88","","","","","","","","","","","","","","","","1005525"
"Carmen Castillo","- - -","1640",".316","92","","","","","","","","","","","","","","","","1002059"
"Bill Wambsganss","- - -","6097",".316","79","","","","","","","","","","","","","","","","1013595"
"Dave Cash","- - -","6057",".316","95","","","","","","","","","","","","","","","","1002041"
"Otto Knabe","- - -","5255",".316","89","","","","","","","","","","","","","","","","1007024"
"Charlie Babb","- - -","1376",".316","98","","","","","","","","","","","","","","","","1000393"
"Danny Hoffman","- - -","3325",".316","101","","","","","","","","","","","","","","","","1005902"
"Mike Devereaux","- - -","4102",".316","93","","","","","","","","","","","","","","","","1003242"
"Jackie Bradley Jr.","Red Sox","3281",".316","93","90.0","112.4","750","42.5%","48.1%","18.2%","33.7%","42.2%","34.7%","23.1%","15.1%","49.8%","35.1%","55.4%","79.3%","12984"
"Starlin Castro","- - -","6233",".316","97","87.9","113.3","807","34.6%","49.5%","20.0%","30.6%","38.2%","37.0%","24.9%","18.4%","51.5%","30.1%","64.1%","89.6%","4579"
"Dave Roberts","- - -","3092",".316","92","","","0","","52.5%","19.6%","27.9%","42.5%","30.9%","26.6%","18.1%","60.3%","21.6%","81.7%","94.4%","670"
"Paul Schaal","- - -","4149",".316","102","","","","","","","","","","","","","","","","1011502"
"Alejandro De Aza","- - -","2878",".316","97","87.2","105.6","117","25.2%","41.1%","25.0%","33.9%","39.7%","34.1%","26.2%","14.9%","57.2%","27.9%","54.0%","89.5%","3371"
"Al Evans","- - -","2322",".316","82","","","","","","","","","","","","","","","","1003857"
"Orlando Palmeiro","- - -","2706",".316","86","","","0","","44.0%","23.1%","33.0%","35.7%","28.7%","35.6%","16.6%","62.2%","21.2%","95.2%","94.9%","28"
"So Taguchi","- - -","1524",".316","89","","","0","","48.6%","21.6%","29.7%","38.5%","31.8%","29.7%","12.9%","62.8%","24.3%","71.7%","93.2%","1186"
"Art Howe","- - -","2954",".316","102","","","","","","","","","","","","","","","","1006092"
"Kitty Bransfield","- - -","5386",".316","97","","","","","","","","","","","","","","","","1001356"
"Roger Repoz","- - -","2471",".316","104","","","","","","","","","","","","","","","","1010841"
"Pep Young","- - -","2668",".316","83","","","","","","","","","","","","","","","","1014387"
"George Thomas","- - -","1865",".316","94","","","","","","","","","","","","","","","","1012978"
"Mark Koenig","- - -","4603",".316","80","","","","","","","","","","","","","","","","1007077"
"Ivey Wingo","- - -","4372",".316","90","","","","","","","","","","","","","","","","1014133"
"Jeff Stone","- - -","1022",".316","95","","","","","","","","","","","","","","","","1012567"
"Shad Barry","- - -","4465",".316","94","","","","","","","","","","","","","","","","1000619"
"Joey Wendle","- - -","1110",".316","101","88.4","110.1","283","34.4%","46.9%","22.3%","30.8%","36.6%","35.8%","27.6%","16.6%","49.1%","34.3%","66.9%","91.8%","13853"
"Chris Parmelee","- - -","1011",".316","98","89.3","108.8","30","39.5%","36.0%","20.1%","43.8%","37.0%","34.0%","29.0%","16.4%","54.2%","29.4%","68.9%","85.7%","2554"
"Johnny Berardino","- - -","3357",".316","76","","","","","","","","","","","","","","","","1000861"
"Kurt Abbott","- - -","2227",".316","84","","","","","","","","","","","","","","","","1000013"
"Jose Hernandez","- - -","5089",".316","86","","","","","47.0%","21.2%","31.8%","37.3%","33.9%","28.8%","12.2%","60.7%","27.1%","","","688"
"Warren Morris","- - -","1680",".316","83","","","","","46.8%","22.6%","30.6%","38.2%","29.3%","32.5%","18.3%","60.3%","21.5%","","","1424"
"Rick Leach","- - -","1924",".316","94","","","","","","","","","","","","","","","","1007426"
"Emil Brown","- - -","2508",".316","88","","","0","","42.9%","19.4%","37.7%","35.5%","36.7%","27.8%","17.1%","55.8%","27.1%","60.8%","83.7%","1197"
"Tom York","- - -","4211",".316","116","","","","","","","","","","","","","","","","1014355"
"Wally Backman","- - -","3708",".316","100","","","","","","","","","","","","","","","","1000400"
"Dave Brain","- - -","2743",".316","97","","","","","","","","","","","","","","","","1001335"
"Clyde McCullough","- - -","3459",".316","83","","","","","","","","","","","","","","","","1008435"
"Jonathan Villar","- - -","3209",".316","95","89.0","114.7","631","36.6%","55.0%","19.9%","25.1%","36.5%","36.9%","26.5%","21.9%","47.4%","30.8%","51.9%","81.0%","10071"
"Dave Stapleton","Red Sox","2189",".316","89","","","","","","","","","","","","","","","","1012423"
"Joe Christopher","- - -","1868",".316","97","","","","","","","","","","","","","","","","1002213"
"Bris Lord","- - -","3073",".316","94","","","","","","","","","","","","","","","","1007759"
"Fran Healy","- - -","1496",".316","95","","","","","","","","","","","","","","","","1005546"
"Bump Wills","- - -","3440",".316","95","","","","","","","","","","","","","","","","1014049"
"John Mabry","- - -","3765",".316","88","","","0","","42.5%","19.2%","38.3%","47.5%","28.0%","24.5%","12.5%","58.5%","29.0%","100.0%","100.0%","1381"
"David Eckstein","- - -","5705",".316","92","","","0","","47.0%","21.3%","31.7%","38.8%","30.9%","30.3%","18.3%","64.3%","17.5%","83.7%","96.8%","10"
"Johnny Peacock","- - -","1938",".316","77","","","","","","","","","","","","","","","","1010098"
"Matt Duffy","- - -","1771",".316","101","87.3","108.7","396","30.5%","52.3%","22.9%","24.8%","30.5%","36.2%","33.3%","15.5%","55.2%","29.3%","62.0%","91.6%","13836"
"Ray Knight","- - -","5291",".316","98","","","","","","","","","","","","","","","","1007043"
"Hank DeBerry","- - -","2051",".316","77","","","","","","","","","","","","","","","","1003118"
"Lou Merloni","- - -","1223",".316","87","","","","","40.1%","21.9%","38.0%","48.7%","27.5%","23.8%","13.7%","61.5%","24.8%","","","201"
"Joe Boley","- - -","1979",".315","73","","","","","","","","","","","","","","","","1001143"
"Otto Krueger","- - -","1948",".315","95","","","","","","","","","","","","","","","","1007177"
"Enrique Hernandez","- - -","2008",".315","99","88.8","118.1","482","37.2%","39.4%","19.8%","40.8%","43.2%","33.4%","23.4%","17.4%","47.3%","35.3%","54.5%","85.9%","10472"
"Ken McMullen","- - -","5730",".315","104","","","","","","","","","","","","","","","","1008650"
"Ryan Sweeney","- - -","2338",".315","94","","","0","","47.3%","22.1%","30.5%","32.4%","34.8%","32.9%","19.2%","56.0%","24.8%","78.2%","93.0%","6352"
"Tommy Thompson","- - -","1251",".315","87","","","","","","","","","","","","","","","","1013029"
"Dave Collins","- - -","5507",".315","95","","","","","","","","","","","","","","","","1002449"
"Marwin Gonzalez","- - -","3368",".315","99","89.3","110.2","708","38.3%","46.2%","20.9%","32.9%","43.4%","34.8%","21.8%","17.0%","50.3%","32.7%","62.1%","88.0%","5497"
"Ramon Castro","- - -","1603",".315","89","","","0","","35.8%","20.6%","43.7%","52.4%","26.7%","20.9%","16.0%","51.7%","32.3%","56.8%","85.5%","514"
"Mark Smith","- - -","1081",".315","84","","","","","44.2%","17.3%","38.5%","42.3%","23.1%","34.6%","15.4%","63.5%","21.2%","","","540"
"Jimmy Austin","- - -","6302",".315","90","","","","","","","","","","","","","","","","1000372"
"Dave Nicholson","- - -","1661",".315","100","","","","","","","","","","","","","","","","1009558"
"Kenji Johjima","Mariners","1722",".315","91","","","0","","46.1%","19.0%","35.0%","51.8%","28.9%","19.3%","17.9%","54.5%","27.6%","72.7%","93.4%","5811"
"Rocky Nelson","- - -","1555",".315","84","","","","","","","","","","","","","","","","1009510"
"Greasy Neale","- - -","2989",".315","95","","","","","","","","","","","","","","","","1009474"
"Willie Wilson","- - -","8317",".315","94","","","","","","","","","","","","","","","","1014113"
"Gil Coan","- - -","3166",".315","82","","","","","","","","","","","","","","","","1002373"
"Johnny Cooney","- - -","3675",".315","86","","","","","","","","","","","","","","","","1002588"
"Billy O'Brien","- - -","1491",".315","100","","","","","","","","","","","","","","","","1009682"
"Quinton McCracken","- - -","2779",".315","79","","","","","46.6%","22.5%","31.0%","35.9%","32.3%","31.8%","13.8%","63.7%","22.6%","","","1377"
"Woody Jensen","Pirates","2869",".315","82","","","","","","","","","","","","","","","","1006400"
"Bobby Tolan","- - -","4664",".315","96","","","","","","","","","","","","","","","","1013100"
"Danny O'Connell","- - -","4596",".315","87","","","","","","","","","","","","","","","","1009711"
"Jeff Keppinger","- - -","3156",".315","92","","","0","","49.3%","21.6%","29.1%","37.2%","39.0%","23.8%","15.1%","62.2%","22.7%","82.1%","95.9%","3856"
"Harry Arndt","- - -","1095",".315","92","","","","","","","","","","","","","","","","1000315"
"Charlie Spikes","- - -","2232",".315","95","","","","","","","","","","","","","","","","1012341"
"Mickey Morandini","- - -","5135",".315","87","","","","","","","","","","","","","","","","1009151"
"Ron Jackson","- - -","3285",".315","94","","","","","","","","","","","","","","","","1006310"
"Del Crandall","- - -","5581",".315","93","","","","","","","","","","","","","","","","1002729"
"Red Wilson","- - -","2037",".315","88","","","","","","","","","","","","","","","","1014102"
"Chief Roseman","- - -","2956",".315","108","","","","","","","","","","","","","","","","1011207"
"Liz Funk","- - -","1088",".315","75","","","","","","","","","","","","","","","","1004407"
"Jerald Clark","- - -","1728",".315","89","","","","","","","","","","","","","","","","1002289"
"Mark McLemore","- - -","7239",".315","86","","","","","44.2%","24.9%","30.9%","48.7%","29.2%","22.2%","12.1%","66.3%","21.6%","","","1088"
"Tyler Colvin","- - -","1316",".315","87","","","0","","42.1%","18.0%","40.0%","41.5%","35.7%","22.8%","19.8%","49.5%","30.7%","55.3%","82.3%","5310"
"Kevin Kouzmanoff","- - -","2730",".315","95","","","0","","43.4%","18.9%","37.7%","42.2%","33.3%","24.4%","15.2%","53.6%","31.2%","57.4%","85.6%","5995"
"Dayan Viciedo","White Sox","1798",".315","96","","","0","","47.0%","18.9%","34.1%","35.4%","37.8%","26.8%","18.6%","51.0%","30.4%","63.0%","82.8%","3917"
"Wes Helms","- - -","3027",".315","87","","","0","","40.5%","20.8%","38.7%","40.5%","31.2%","28.3%","14.7%","57.1%","28.2%","56.9%","86.1%","94"
"Willie Tasby","- - -","2111",".315","92","","","","","","","","","","","","","","","","1012832"
"Benito Santiago","- - -","7516",".315","91","","","","","45.9%","20.6%","33.4%","46.7%","29.2%","24.1%","13.5%","62.8%","23.7%","","","1130"
"Dave May","- - -","4085",".315","96","","","","","","","","","","","","","","","","1008292"
"Cliff Carroll","- - -","4380",".315","95","","","","","","","","","","","","","","","","1001996"
"Bill Haselman","- - -","1747",".315","82","","","","","41.9%","21.3%","36.8%","51.0%","22.9%","26.1%","18.5%","66.9%","14.6%","","","1254"
"Danny Bautista","- - -","2718",".315","82","","","","","54.0%","21.0%","25.0%","35.4%","34.2%","30.4%","15.9%","62.7%","21.4%","","","47"
"Lee Handley","- - -","3697",".315","83","","","","","","","","","","","","","","","","1005300"
"Rick Burleson","- - -","5717",".315","88","","","","","","","","","","","","","","","","1001696"
"Juan Pierre","- - -","8280",".315","86","","","0","","55.5%","22.0%","22.5%","33.0%","35.1%","31.9%","20.9%","60.5%","18.6%","87.5%","96.8%","443"
"Roy Hartzell","- - -","5221",".315","94","","","","","","","","","","","","","","","","1005468"
"Derrick May","- - -","2387",".314","89","","","","","","","","","","","","","","","","1008293"
"Bill Sweeney","- - -","1112",".314","76","","","","","","","","","","","","","","","","1012772"
"Billy Klaus","- - -","2887",".314","84","","","","","","","","","","","","","","","","1006986"
"Germany Schaefer","- - -","4305",".314","97","","","","","","","","","","","","","","","","1011506"
"Mark Ellis","- - -","5728",".314","93","","","0","","39.6%","20.8%","39.6%","42.1%","32.5%","25.4%","18.7%","58.0%","23.4%","71.7%","91.7%","1443"
"Jacob Brumfield","- - -","1747",".314","84","","","","","","","","","","","","","","","","1001583"
"Eduardo Escobar","- - -","3671",".314","95","86.9","108.8","598","28.4%","37.0%","22.6%","40.4%","40.7%","34.0%","25.3%","15.8%","51.8%","32.5%","66.0%","87.0%","6153"
"Pat Putnam","- - -","2174",".314","94","","","","","","","","","","","","","","","","1010577"
"Armando Marsans","- - -","2544",".314","88","","","","","","","","","","","","","","","","1008131"
"Lou Stringer","- - -","1346",".314","89","","","","","","","","","","","","","","","","1012621"
